run_id,VolAgriExGB,VolAgriExViaChe,A_Ex_LB,VolAgriImGB,VolAgriImViaChe,A_Im_LB,DocChkTimeAPImIR,PhyChkTimeAPImIR,VolAllPExGB,VolAllPExViaChe,NA_Ex_LB,VolAllPImGB,VolAllPImViaChe,NA_Im_LB,NumCustomOfficerD,NumCustomOfficerR,NumDAFMOfficerD,NumDAFMOfficerR,PerPhyChkAgriImIR,Pct_A_OB_Red,PerSecurityChkAPIR,PerGreenTrucksAPImIR,PerPhyChkAPImIR,Pct_NA_OB_Green,Pct_NA_OB_Red,PerSecurityChkAgriIR,VolAgriExEULB,VolAgriImEULB,VolAllPExEULB,VolAllPImEULB,DToHeyVesselCap,DToHolyVesselCap,DToLivVesselCap,RToFishVesselCap,RToPemVesselCap,n_replications,seed
run_2026_09_01_001,1893819,119462,344142,2535484,301281,427438,34,63,4832050,469584,846336,5507309,488267,940493,4,2,39,18,0.28,0.38,0.3,0.83,0.33,0.83,0.27,0.29,70487,127676,211584,265267,79,136,80,69,112,5,42
run_2026_09_01_002,2612164,69706,393898,3497220,301281,427438,29,56,6664896,480163,835757,7596288,403864,1024896,5,2,40,18,0.29,0.21,0.29,0.88,0.28,0.66,0.24,0.25,20731,127676,222163,180864,83,142,84,53,87,5,42
