row,y_true,y_pred_oof,residual
0,0.24,0.23956037102107586,0.00043962897892413366
1,0.27,0.2616357995751264,0.008364200424873625
2,0.16,0.15684952479449313,0.003150475205506875
3,0.25,0.2126439550558644,0.03735604494413561
4,0.2,0.21577119503795783,-0.01577119503795782
5,0.25,0.23426211114897855,0.015737888851021453
6,0.13,0.12731315311186062,0.002686846888139388
7,0.2,0.2540953062630622,-0.05409530626306219
8,0.25,0.3007232913313029,-0.05072329133130288
9,0.23,0.26555534690422095,-0.035555346904220936
10,0.14,0.12755730075258256,0.01244269924741745
11,0.24,0.28011422198996394,-0.04011422198996395
12,0.27,0.2896850846460285,-0.019685084646028472
13,0.33,0.27691172899357613,0.05308827100642388
14,0.1,0.10529936518450836,-0.005299365184508353
15,0.23,0.2240150761169519,0.00598492388304811
16,0.31,0.3027677410801523,0.007232258919847689
17,0.25,0.27654081563648675,-0.026540815636486748
18,0.26,0.2546811387814045,0.005318861218595483
19,0.19,0.27204004674289184,-0.08204004674289184
20,0.27,0.27480070646961324,-0.004800706469613225
21,0.22,0.2537476711184335,-0.03374767111843349
22,0.25,0.2617340857551699,-0.011734085755169876
23,0.55,0.44216286648812475,0.1078371335118753
24,0.32,0.3289171936069467,-0.008917193606946705
25,0.29,0.3186732610619474,-0.028673261061947397
26,0.15,0.13832332639937678,0.011676673600623216
27,0.33,0.36450449836603177,-0.034504498366031755
28,0.2,0.17265428802308197,0.02734571197691804
29,0.3,0.34465301965740236,-0.04465301965740237
30,0.26,0.26988490817727456,-0.009884908177274554
31,0.33,0.34770067019708595,-0.017700670197085933
32,0.33,0.3185369274889068,0.011463072511093242
33,0.26,0.25808829964329977,0.001911700356700241
34,0.2,0.22560267676321716,-0.025602676763217147
35,0.3,0.29563512413138837,0.004364875868611617
36,0.22,0.23746876748706075,-0.01746876748706075
37,0.32,0.3050161118637273,0.014983888136272716
38,0.17,0.1870418054498133,-0.01704180544981329
39,0.43,0.3924500611495011,0.0375499388504989
40,0.41,0.35706926606768097,0.05293073393231901
41,0.29,0.2826172858345638,0.007382714165436177
42,0.28,0.28503697231145225,-0.005036972311452226
43,0.33,0.3064882076833427,0.023511792316657343
44,0.19,0.22004657596359473,-0.030046575963594724
45,0.16,0.18776375003948598,-0.027763750039485974
46,0.14,0.1426526407214383,-0.002652640721438282
47,0.4,0.40403299029021,-0.004032990290209981
48,0.2,0.21641115139112893,-0.01641115139112892
49,0.21,0.1796032075281177,0.03039679247188229
50,0.25,0.2640458194674548,-0.014045819467454812
51,0.33,0.3209521205566358,0.009047879443364215
