row,y_true,y_pred_oof,residual
0,1.82,2.0292982044019805,-0.20929820440198044
1,3.08,2.5156114376366494,0.5643885623633507
2,1.41,1.724287640275096,-0.31428764027509604
3,2.64,2.7231738197098334,-0.08317381970983329
4,1.34,1.274717394846957,0.06528260515304307
5,2.33,2.6693306104894967,-0.33933061048949664
6,0.75,0.7713129985748826,-0.021312998574882558
7,3.4,3.0427516963601056,0.35724830363989435
8,3.32,2.8025701578045403,0.5174298421954595
9,1.44,1.5824748675410638,-0.14247486754106387
10,1.47,1.272142304156574,0.19785769584342594
11,2.47,2.527993649912974,-0.057993649912973844
12,2.0,2.187224999564242,-0.1872249995642421
13,1.15,1.1656782313648524,-0.01567823136485247
14,1.72,1.699637095710265,0.020362904289735084
15,1.3,1.3969290287069842,-0.09692902870698417
16,2.41,2.310478855738521,0.09952114426147896
17,2.0,2.2144494773158687,-0.21444947731586872
18,1.06,0.6937111041504231,0.3662888958495769
19,3.45,3.0793606236863953,0.3706393763136049
20,0.91,1.1954790358242988,-0.2854790358242988
21,2.15,2.3036054964702375,-0.15360549647023758
22,0.7,0.6457283227718953,0.054271677228104664
23,3.0,3.0149004931619343,-0.014900493161934314
24,3.0,3.0511720645972256,-0.051172064597225564
25,1.45,1.5149115796708252,-0.06491157967082528
26,1.56,1.0608644601781767,0.49913553982182335
27,3.0,2.9477484844396673,0.052251515560332695
28,1.9,1.7412985355795405,0.1587014644204594
29,0.99,1.2112150765221483,-0.22121507652214834
30,2.0,2.0225318266318593,-0.022531826631859264
31,2.0,1.535498815588971,0.46450118441102894
32,2.0,2.3372381291408155,-0.3372381291408155
33,3.0,3.287171197191037,-0.2871711971910371
34,1.67,1.30112281316886,0.36887718683114
35,4.0,3.656915055844716,0.3430849441552839
36,2.0,1.9507909241479617,0.049209075852038264
37,2.0,1.5343974596909145,0.46560254030908554
38,0.7,0.38673195445715813,0.3132680455428418
39,3.0,2.6000937278974146,0.39990627210258545
40,4.0,3.5040337214746877,0.4959662785253123
41,2.0,1.7869790871755302,0.21302091282446978
42,3.0,3.135482521802936,-0.13548252180293607
43,2.0,1.720131000122982,0.2798689998770181
44,2.0,1.903145596403036,0.09685440359696407
45,0.93,0.943951495203782,-0.013951495203781916
46,1.41,1.8194464398508288,-0.40944643985082885
47,1.28,1.6958428258425178,-0.41584282584251775
48,2.0,2.2584278805067743,-0.25842788050677434
49,3.0,2.979163936128915,0.020836063871084942
50,1.32,1.3801786396092894,-0.060178639609289375
51,3.0,2.961470616931007,0.038529383068993006
52,2.0,2.00720877659343,-0.007208776593429889
53,2.0,1.7828255180853487,0.21717448191465127
54,0.86,0.5562583793265727,0.30374162067342725
55,3.1,2.7886133589888082,0.31138664101119184
56,2.49,2.36616935748202,0.12383064251798004
57,1.35,1.2559513922835122,0.09404860771648793
58,1.69,1.7520868724294374,-0.062086872429437445
59,2.8,2.885753803134292,-0.08575380313429237
60,2.7,2.897071719896685,-0.1970717198966847
61,1.81,1.5000758488708894,0.30992415112911065
62,1.66,1.4402843080365275,0.2197156919634724
63,2.3,2.6043648497927823,-0.30436484979278244
64,2.26,1.960289160422172,0.29971083957782785
65,2.11,2.4018498521054688,-0.2918498521054689
66,1.49,1.7304078742061275,-0.24040787420612753
67,2.18,2.216583625210603,-0.036583625210602655
68,1.37,1.3153570362895128,0.05464296371048727
69,2.42,2.757224559769149,-0.3372245597691492
70,1.91,1.7445471401713626,0.16545285982863733
71,3.0,2.956240427150869,0.0437595728491309
72,1.0,0.796380770129177,0.20361922987082304
73,1.08,1.025471425483615,0.05452857451638504
74,2.31,2.1836597455203433,0.1263402544796568
75,2.5,2.5084327466277982,-0.008432746627798249
76,1.2,1.3722476059413022,-0.17224760594130228
77,1.7,1.696926500064516,0.003073499935484003
78,2.9,2.951505776002483,-0.051505776002483294
79,2.1,2.1119187586652854,-0.011918758665285356
80,2.7,2.5757645637609374,0.12423543623906275
81,1.95,1.9773073955499725,-0.027307395549972524
82,1.59,1.9467547806737882,-0.3567547806737881
83,3.0,3.464583568881182,-0.4645835688811819
84,1.0,1.096108639021721,-0.09610863902172095
85,3.3,3.101999354826022,0.19800064517397775
86,1.96,1.96800347273489,-0.008003472734890105
87,5.0,3.908957357990529,1.0910426420094712
88,1.6,1.421902784833578,0.17809721516642218
89,0.95,0.9202176207036756,0.029782379296324324
90,2.2,2.287555927196644,-0.08755592719664396
91,2.4,2.7070918941691398,-0.30709189416913985
92,1.1,1.042989296887698,0.057010703112302163
93,2.3,2.2661448742848913,0.033855125715108514
94,2.7,3.0336567826916845,-0.3336567826916843
95,1.8,2.2205164512041295,-0.4205164512041295
96,1.9,2.4382472084760822,-0.5382472084760823
97,1.9,1.8257374826362056,0.0742625173637943
98,0.95,0.8011974892493998,0.14880251075060014
99,2.9,2.7119970644108986,0.1880029355891013
100,0.68,0.5975480309596601,0.08245196904033991
101,1.9,2.0169827417896786,-0.11698274178967871
102,2.7,2.4280555479636172,0.27194445203638296
103,4.0,3.8103463946019733,0.18965360539802667
104,1.3,1.2980812278917027,0.001918772108297384
105,0.35,0.5975179526354972,-0.24751795263549725
106,2.1,2.174481081662891,-0.07448108166289069
107,1.1,0.9066607095558765,0.19333929044412357
108,1.0,1.861764852271417,-0.861764852271417
109,2.0,1.9310790723427906,0.06892092765720936
110,2.6,3.1159063756946637,-0.5159063756946636
111,2.2,2.5892228377220654,-0.38922283772206523
112,2.1,2.413144258436748,-0.31314425843674787
113,1.6,1.695479843174647,-0.09547984317464686
114,1.2,1.1757789518513373,0.02422104814866266
115,3.0,2.690473941911141,0.309526058088859
116,1.0,1.043882418910193,-0.043882418910192955
117,2.1,2.034379870473726,0.06562012952627416
118,2.5,2.6787052520856363,-0.17870525208563626
119,3.8,3.8429950832135664,-0.0429950832135666
120,1.3,1.3943462378450868,-0.09434623784508678
121,1.4,1.5882591035805822,-0.1882591035805823
122,2.4,2.4134420749982635,-0.013442074998263553
123,2.0,2.0952712561467393,-0.09527125614673926
124,1.1,1.084387899852979,0.01561210014702108
125,1.0,1.2429060082195051,-0.24290600821950514
126,2.3,2.471866717931586,-0.17186671793158625
127,2.3,2.458699648461034,-0.15869964846103413
128,1.5,1.4919807227914488,0.008019277208551223
