,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,1.0,0.40532715257836127,0.00658746655987863,0.9,0.7863692226898089,0.9,0.9,0.9,0.8001567658846895,0.9,0.9,0.9,0.9,0.001,0.001,0.001,0.38929285096547006,0.28731075569519715,0.9,0.6209488879665497,0.9
1,0.40532715257836127,1.0,0.9,0.9,0.9,0.9,0.9,0.7174441377359659,0.9,0.9,0.8415075372633505,0.9,0.9,0.9,0.0161355897177341,0.7587975071355805,0.9,0.9,0.018840693154266175,0.001,0.9
2,0.00658746655987863,0.9,1.0,0.6071654307000907,0.9,0.49685251628997296,0.8001567658846895,0.03675529692283719,0.9,0.3733448117626761,0.06821478390569113,0.20483570021048303,0.48260447112452065,0.9,0.5658082667869271,0.9,0.9,0.9,0.001,0.001,0.6347324996234922
3,0.9,0.9,0.6071654307000907,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.20483570021048303,0.001,0.09265975402298343,0.9,0.9,0.437148909604398,0.0071656200039270646,0.9
4,0.7863692226898089,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.5795934862546577,0.0015873078311412492,0.3733448117626761,0.9,0.9,0.11906190809225703,0.001,0.9
5,0.9,0.9,0.49685251628997296,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.13213336689479394,0.001,0.05565943962491715,0.9,0.9,0.5520231028232669,0.0137774193415936,0.9
6,0.9,0.9,0.8001567658846895,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.3892928509654706,0.001,0.20483570021048303,0.9,0.9,0.23752796678047783,0.0020941532027417553,0.9
7,0.9,0.7174441377359659,0.03675529692283719,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.003592435287408935,0.001,0.001,0.7036586119607084,0.6071654307000907,0.9,0.3004516781641329,0.9
8,0.8001567658846895,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.5658082667869271,0.001443932688687144,0.35761709353226623,0.9,0.9,0.12500475204306694,0.001,0.9
9,0.9,0.9,0.3733448117626761,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.08278294889786353,0.001,0.03180864596266819,0.9,0.9,0.6623050824688401,0.02546139126332958,0.9
10,0.9,0.8415075372633505,0.06821478390569113,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.007788902629894401,0.001,0.002292897773392477,0.8277221704331343,0.7312289457763828,0.9,0.19440899346029872,0.9
11,0.9,0.9,0.20483570021048303,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.034205556237277834,0.001,0.01173803442713417,0.9,0.9,0.8415075372633505,0.06380037254529136,0.9
12,0.9,0.9,0.48260447112452065,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.12500475204306694,0.001,0.05193523533398048,0.9,0.9,0.5658082667869271,0.014914165717239802,0.9
13,0.001,0.9,0.9,0.20483570021048303,0.5795934862546577,0.13213336689479394,0.3892928509654706,0.003592435287408935,0.5658082667869271,0.08278294889786353,0.007788902629894401,0.034205556237277834,0.12500475204306694,1.0,0.9,0.9,0.9,0.9,0.001,0.001,0.2266859066781186
14,0.001,0.0161355897177341,0.5658082667869271,0.001,0.0015873078311412492,0.001,0.001,0.001,0.001443932688687144,0.001,0.001,0.001,0.001,0.9,1.0,0.9,0.017441916910667543,0.029556605087038057,0.001,0.001,0.001
15,0.001,0.7587975071355805,0.9,0.09265975402298343,0.3733448117626761,0.05565943962491715,0.20483570021048303,0.001,0.35761709353226623,0.03180864596266819,0.002292897773392477,0.01173803442713417,0.05193523533398048,0.9,0.9,1.0,0.7725849633854384,0.8690795971892356,0.001,0.001,0.10523414132202602
16,0.38929285096547006,0.9,0.9,0.9,0.9,0.9,0.9,0.7036586119607084,0.9,0.9,0.8277221704331343,0.9,0.9,0.9,0.017441916910667543,0.7725849633854384,1.0,0.9,0.017441916910667432,0.001,0.9
17,0.28731075569519715,0.9,0.9,0.9,0.9,0.9,0.9,0.6071654307000907,0.9,0.9,0.7312289457763828,0.9,0.9,0.9,0.029556605087038057,0.8690795971892356,0.9,1.0,0.00997445814819653,0.001,0.9
18,0.9,0.018840693154266175,0.001,0.437148909604398,0.11906190809225703,0.5520231028232669,0.23752796678047783,0.9,0.12500475204306694,0.6623050824688401,0.9,0.8415075372633505,0.5658082667869271,0.001,0.001,0.001,0.017441916910667432,0.00997445814819653,1.0,0.9,0.4053271525783605
19,0.6209488879665497,0.001,0.001,0.0071656200039270646,0.001,0.0137774193415936,0.0020941532027417553,0.3004516781641329,0.001,0.02546139126332958,0.19440899346029872,0.06380037254529136,0.014914165717239802,0.001,0.001,0.001,0.001,0.001,0.9,1.0,0.006049308150209209
20,0.9,0.9,0.6347324996234922,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.2266859066781186,0.001,0.10523414132202602,0.9,0.9,0.4053271525783605,0.006049308150209209,1.0
