,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,1.0,0.9,0.6347324996234922,0.9,0.9,0.9,0.9,0.9,0.9,0.26172479325665055,0.9,0.9,0.9,0.001,0.001,0.0020941532027417553,0.9,0.9,0.9,0.9,0.9
1,0.9,1.0,0.9,0.9,0.6898728895026425,0.9,0.43714890960439867,0.9,0.9,0.9,0.7725849633854384,0.9,0.9,0.001,0.07771820517942629,0.5382391764518526,0.9,0.9,0.9,0.5933790852363676,0.9
2,0.6347324996234922,0.9,1.0,0.9,0.261724793256651,0.7587975071355805,0.0987780935804794,0.8139375941709243,0.9,0.9,0.34222053844104083,0.9,0.8552959855290077,0.001,0.3733448117626761,0.9,0.9,0.9,0.9,0.18438008560414254,0.9
3,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.5658082667869271,0.9,0.9,0.9,0.001,0.001,0.012720313726852672,0.9,0.9,0.9,0.9,0.9
4,0.9,0.6898728895026425,0.261724793256651,0.9,1.0,0.9,0.9,0.9,0.9,0.05961199903049197,0.9,0.6898728895026425,0.9,0.001,0.001,0.001,0.869079597189236,0.9,0.648520614037212,0.9,0.9
5,0.9,0.9,0.7587975071355805,0.9,0.9,1.0,0.9,0.9,0.9,0.3892928509654706,0.9,0.9,0.9,0.001,0.001,0.004673801599190508,0.9,0.9,0.9,0.9,0.9
6,0.9,0.43714890960439867,0.0987780935804794,0.9,0.9,0.9,1.0,0.9,0.731228945776383,0.0161355897177341,0.9,0.43714890960439867,0.9,0.001,0.001,0.001,0.6209488879665497,0.9,0.3892928509654717,0.9,0.9
7,0.9,0.9,0.8139375941709243,0.9,0.9,0.9,0.9,1.0,0.9,0.4526935980539687,0.9,0.9,0.9,0.001,0.001,0.006587466559878741,0.9,0.9,0.9,0.9,0.9
8,0.9,0.9,0.9,0.9,0.9,0.9,0.731228945776383,0.9,1.0,0.9,0.9,0.9,0.9,0.001,0.017441916910667543,0.2375279667804776,0.9,0.9,0.9,0.8828647835289056,0.9
9,0.26172479325665055,0.9,0.9,0.5658082667869271,0.05961199903049197,0.3892928509654706,0.0161355897177341,0.4526935980539687,0.9,1.0,0.08749824510115334,0.9,0.49685251628997296,0.001,0.74501490992915,0.9,0.9,0.6623050824688401,0.9,0.03675529692283719,0.9
10,0.9,0.7725849633854384,0.34222053844104083,0.9,0.9,0.9,0.9,0.9,0.9,0.08749824510115334,1.0,0.7725849633854384,0.9,0.001,0.001,0.001,0.9,0.9,0.7312289457763828,0.9,0.9
11,0.9,0.9,0.9,0.9,0.6898728895026425,0.9,0.43714890960439867,0.9,0.9,0.9,0.7725849633854384,1.0,0.9,0.001,0.07771820517942629,0.5382391764518526,0.9,0.9,0.9,0.5933790852363676,0.9
12,0.9,0.9,0.8552959855290077,0.9,0.9,0.9,0.9,0.9,0.9,0.49685251628997296,0.9,0.9,1.0,0.001,0.001,0.008463653793874037,0.9,0.9,0.9,0.9,0.9
13,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,0.5933790852363676,0.09877809358046497,0.001,0.001,0.001,0.001,0.001
14,0.001,0.07771820517942629,0.3733448117626761,0.001,0.001,0.001,0.001,0.001,0.017441916910667543,0.74501490992915,0.001,0.07771820517942629,0.001,0.5933790852363676,1.0,0.9,0.03180864596266819,0.001,0.09265975402298343,0.001,0.00428554634154843
15,0.0020941532027417553,0.5382391764518526,0.9,0.012720313726852672,0.001,0.004673801599190508,0.001,0.006587466559878741,0.2375279667804776,0.9,0.001,0.5382391764518526,0.008463653793874037,0.09877809358046497,0.9,1.0,0.34222053844104083,0.021935634957075734,0.5795934862546577,0.001,0.09265975402298343
16,0.9,0.9,0.9,0.9,0.869079597189236,0.9,0.6209488879665497,0.9,0.9,0.9,0.9,0.9,0.9,0.001,0.03180864596266819,0.34222053844104083,1.0,0.9,0.9,0.7725849633854384,0.9
17,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.6623050824688401,0.9,0.9,0.9,0.001,0.001,0.021935634957075734,0.9,1.0,0.9,0.9,0.9
18,0.9,0.9,0.9,0.9,0.648520614037212,0.9,0.3892928509654717,0.9,0.9,0.9,0.7312289457763828,0.9,0.9,0.001,0.09265975402298343,0.5795934862546577,0.9,0.9,1.0,0.5520231028232669,0.9
19,0.9,0.5933790852363676,0.18438008560414254,0.9,0.9,0.9,0.9,0.9,0.8828647835289056,0.03675529692283719,0.9,0.5933790852363676,0.9,0.001,0.001,0.001,0.7725849633854384,0.9,0.5520231028232669,1.0,0.9
20,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.001,0.00428554634154843,0.09265975402298343,0.9,0.9,0.9,0.9,1.0
