,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,1.0,0.04533177359282414,0.001,0.001,0.7312289457763828,0.001,0.9,0.001,0.0015873078311412492,0.9,0.5520231028232669,0.001,0.6209488879665492,0.0071656200039270646,0.9,0.9,0.9,0.001,0.9,0.9,0.9
1,0.04533177359282414,1.0,0.001,0.001,0.001,0.001,0.002747588794466682,0.001,0.001,0.001,0.9,0.001,0.001,0.9,0.6623050824688406,0.001,0.1401399846467145,0.001,0.005094675625664458,0.01173803442713417,0.001
2,0.001,0.001,1.0,0.9,0.05193523533398048,0.9,0.001,0.9,0.9,0.0071656200039270646,0.001,0.9,0.08749824510122095,0.001,0.001,0.001,0.001,0.9,0.001,0.001,0.0017390961715545439
3,0.001,0.001,0.9,1.0,0.014914165717239691,0.9,0.001,0.9,0.9,0.0015873078311412492,0.001,0.9,0.027440326828760853,0.001,0.001,0.001,0.001,0.9,0.001,0.001,0.001
4,0.7312289457763828,0.001,0.05193523533398048,0.014914165717239691,1.0,0.001,0.9,0.16636958911602795,0.8139375941709243,0.9,0.001,0.001,0.9,0.001,0.06380037254528237,0.9,0.48260447112452065,0.0137774193415936,0.9,0.9,0.9
5,0.001,0.001,0.9,0.9,0.001,1.0,0.001,0.9,0.4053271525783605,0.001,0.001,0.9,0.001,0.001,0.001,0.001,0.001,0.9,0.001,0.001,0.001
6,0.9,0.002747588794466682,0.001,0.001,0.9,0.001,1.0,0.001,0.029556605087038057,0.9,0.11906190809228279,0.001,0.9,0.001,0.9,0.9,0.9,0.001,0.9,0.9,0.9
7,0.001,0.001,0.9,0.9,0.16636958911602795,0.9,0.001,1.0,0.9,0.03180864596266819,0.001,0.9,0.24942174318887422,0.001,0.001,0.0032861291166508266,0.001,0.9,0.001,0.001,0.009193266458022431
8,0.0015873078311412492,0.001,0.9,0.9,0.8139375941709243,0.4053271525783605,0.029556605087038057,0.9,1.0,0.4526935980539687,0.001,0.4213200594556793,0.9,0.001,0.001,0.11906190809225703,0.001,0.9,0.017441916910667543,0.007788902629894401,0.2266859066781186
9,0.9,0.001,0.0071656200039270646,0.0015873078311412492,0.9,0.001,0.9,0.03180864596266819,0.4526935980539687,1.0,0.003006549783533874,0.001,0.9,0.001,0.2743748268028021,0.9,0.8415075372633505,0.001443932688687144,0.9,0.9,0.9
10,0.5520231028232669,0.9,0.001,0.001,0.001,0.001,0.11906190809228279,0.001,0.001,0.003006549783533874,1.0,0.001,0.001,0.9,0.9,0.02955660508703839,0.8001567658846902,0.001,0.17500023153566868,0.2873107556951974,0.01173803442713428
11,0.001,0.001,0.9,0.9,0.001,0.9,0.001,0.9,0.4213200594556793,0.001,0.001,1.0,0.001,0.001,0.001,0.001,0.001,0.9,0.001,0.001,0.001
12,0.6209488879665492,0.001,0.08749824510122095,0.027440326828760853,0.9,0.001,0.9,0.24942174318887422,0.9,0.9,0.001,0.001,1.0,0.001,0.03675529692283708,0.9,0.3576170935322659,0.02546139126332958,0.9,0.8690795971892356,0.9
13,0.0071656200039270646,0.9,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.9,0.001,0.001,1.0,0.31372767319548467,0.001,0.029556605087038057,0.001,0.001,0.001443932688687144,0.001
14,0.9,0.6623050824688406,0.001,0.001,0.06380037254528237,0.001,0.9,0.001,0.001,0.2743748268028021,0.9,0.001,0.03675529692283708,0.31372767319548467,1.0,0.6760883520311503,0.9,0.001,0.9,0.9,0.5106663448599187
15,0.9,0.001,0.001,0.001,0.9,0.001,0.9,0.0032861291166508266,0.11906190809225703,0.9,0.02955660508703839,0.001,0.9,0.001,0.6760883520311503,1.0,0.9,0.001,0.9,0.9,0.9
16,0.9,0.1401399846467145,0.001,0.001,0.48260447112452065,0.001,0.9,0.001,0.001,0.8415075372633505,0.8001567658846902,0.001,0.3576170935322659,0.029556605087038057,0.9,0.9,1.0,0.001,0.9,0.9,0.9
17,0.001,0.001,0.9,0.9,0.0137774193415936,0.9,0.001,0.9,0.9,0.001443932688687144,0.001,0.9,0.02546139126332958,0.001,0.001,0.001,0.001,1.0,0.001,0.001,0.001
18,0.9,0.005094675625664458,0.001,0.001,0.9,0.001,0.9,0.001,0.017441916910667543,0.9,0.17500023153566868,0.001,0.9,0.001,0.9,0.9,0.9,0.001,1.0,0.9,0.9
19,0.9,0.01173803442713417,0.001,0.001,0.9,0.001,0.9,0.001,0.007788902629894401,0.9,0.2873107556951974,0.001,0.8690795971892356,0.001443932688687144,0.9,0.9,0.9,0.001,0.9,1.0,0.9
20,0.9,0.001,0.0017390961715545439,0.001,0.9,0.001,0.9,0.009193266458022431,0.2266859066781186,0.9,0.01173803442713428,0.001,0.9,0.001,0.5106663448599187,0.9,0.9,0.001,0.9,0.9,1.0
